nomccpp,latitud,longitud,village
ASOCIACIÓN DE VIVIENDAS AGUA DE LAS VIRGENES,-12.06248664855957,-75.23555755615234,3457
ASOCIACIÓN DE VIVIENDAS ALTO MARCAVALLE,-11.54285717010498,-75.93292236328125,3458
ASOCIACIÓN DE VIVIENDAS ALTO TIWINZA,-17.200063705444336,-70.94515228271484,3459
ASOCIACIÓN DE VIVIENDAS APROVISA,-13.171463012695312,-74.2031478881836,3460
ASOCIACION DE VIVIENDAS ARTURO DURAN PANEZ Y PASTOR,-11.347610473632813,-74.52040100097656,3461
ASOCIACION DE VIVIENDAS ASUNCION SALDAÑA,-9.304635047912598,-75.99915313720703,3462
ASOCIACION DE VIVIENDAS BELLAVISTA TINAJERA,-13.173233985900879,-74.217987060546875,3463
ASOCIACIÓN DE VIVIENDAS BUENOS AIRES,-8.635527610778809,-74.96235656738281,3464
ASOCIACIÓN DE VIVIENDAS CESAR MUJICA CAC,-13.150670051574707,-74.19864654541016,3465
ASOCIACION DE VIVIENDAS HIJOS DE SANGANI,-10.925569534301758,-74.88749694824219,3466
ASOCIACIÓN DE VIVIENDAS IMPERIAL II ETAPA,-11.8768949508667,-77.07560729980469,3467
ASOCIACIÓN DE VIVIENDAS INTEGRACIÓN,-12.191932678222656,-77.015167236328125,3468
ASOCIACION DE VIVIENDAS JUAN PABLO II,-12.154088020324707,-76.960174560546875,3469
ASOCIACION DE VIVIENDAS JUAN PABLO SEGUNDO II,-12.154088020324707,-76.960174560546875,3470
ASOCIACION DE VIVIENDAS JUAN VALER SANDOVAL,-10.916064262390137,-74.88384246826172,3471
ASOCIACIÓN DE VIVIENDAS JUAN VALER SANDOVAL,-10.916064262390137,-74.88384246826172,3472
ASOCIACIÓN DE VIVIENDAS LA FORTALEZA,-12.031805992126465,-76.94351959228516,3473
ASOCIACION DE VIVIENDAS LAS AMERICA,-18.001054763793945,-70.25397491455078,3474
ASOCIACION DE VIVIENDAS LAS PALMERAS,-6.052268028259277,-76.9705581665039,3475
ASOCIACION DE VIVIENDAS LAS PALMERAS,-12.719616889953613,-69.58606719970703,3476
ASOCIACIÓN DE VIVIENDAS LAS PALMERAS,-12.719616889953613,-69.58606719970703,3477
ASOCIACION DE VIVIENDAS LAS VEGAS,-12.040365219116211,-76.95672607421875,3478
ASOCIACIÓN DE VIVIENDAS LAS VEGAS,-12.040365219116211,-76.95672607421875,3479
ASOCIACIÓN DE VIVIENDAS LAS VIÑAS 5 ETAPA,-11.965677261352539,-77.094818115234375,3480
ASOCIACION DE VIVIENDAS LOS CLAVELES,-9.288358688354492,-75.98555755615234,3481
ASOCIACIÓN DE VIVIENDAS LOS CLAVELES,-12.050439834594727,-76.951019287109375,3482
ASOCIACIÓN DE VIVIENDAS LOS EUCALIPTOS,-13.073734283447266,-76.32740783691406,3483
ASOCIACION DE VIVIENDAS LOS SAUCES,-11.928264617919922,-77.07757568359375,3484
ASOCIACION DE VIVIENDAS MADRE TERESA DE CALCUTA,-3.7644026279449463,-73.275909423828125,3485
ASOCIACIÓN DE VIVIENDAS MARCAVALLE,-11.542407989501953,-75.9283676147461,3486
ASOCIACIÓN DE VIVIENDAS MARTIR OLAYA SUR,-12.312402725219727,-76.83463287353516,3487
ASOCIACION DE VIVIENDAS MIRAFLORES,-8.635527610778809,-74.96235656738281,3488
ASOCIACIÓN DE VIVIENDAS MIRAFLORES,-8.635527610778809,-74.96235656738281,3489
ASOCIACION DE VIVIENDAS MONTERRICO,-9.288358688354492,-75.98555755615234,3490
ASOCIACIÓN DE VIVIENDAS MUÑIS,-12.719616889953613,-69.58606719970703,3491
ASOCIACIÓN DE VIVIENDAS NAUYAN RONDOS BAJO,-9.915816307067871,-76.24360656738281,3492
ASOCIACION DE VIVIENDAS NUEVO AGUAYTIA,-9.036358833312988,-75.50636291503906,3493
ASOCIACION DE VIVIENDAS NUEVO JERUSALEN,-9.29163646697998,-76.0071029663086,3494
ASOCIACION DE VIVIENDAS PAMPA DEL CARMEN,-11.066916465759277,-75.3377685546875,3495
ASOCIACION DE VIVIENDAS PAMPA YURAC,-9.049744606018066,-75.51075744628906,3496
ASOCIACIÓN DE VIVIENDAS PAMPA YURAC,-9.049744606018066,-75.51075744628906,3497
ASOCIACION DE VIVIENDAS PRIMAVERA,-10.925569534301758,-74.88749694824219,3498
ASOCIACION DE VIVIENDAS RESIDENCIAL ECOLOGICA,-10.925569534301758,-74.88749694824219,3499
ASOCIACIÓN DE VIVIENDAS SAN FRANCISCO,-11.101422309875488,-77.5972900390625,3500
ASOCIACION DE VIVIENDAS SAN MIGUEL,-9.29163646697998,-76.0071029663086,3501
ASOCIACION DE VIVIENDAS SIETE DE SETIEMBRE,-10.916064262390137,-74.88384246826172,3502
ASOCIACIÓN DE VIVIENDAS SIETE DE SETIEMBRE,-10.916064262390137,-74.88384246826172,3503
ASOCIACIÓN DE VIVIENDAS SIMON HERRERA,-13.53346061706543,-71.9660415649414,3504
ASOCIACIÓN DE VIVIENDAS SIMÓN HERRERA,-13.53346061706543,-71.9660415649414,3505
ASOCIACION DE VIVIENDAS TRIUNFADORES DE LA LIBERTAD,-10.925569534301758,-74.88749694824219,3506
ASOCIACION DE VIVIENDAS TUPAC AMARU,-12.072697639465332,-75.1937484741211,3507
ASOCIACIÓN DE VIVIENDAS TUPAC AMARU,-12.072697639465332,-75.1937484741211,3508
ASOCIACIÓN DE VIVIENDAS VÍCTOR RAÚL HAYA,-11.976968765258789,-77.0584487915039,3509
ASOCIACIÓN DE VIVIENDAS VIÑA DE ATE,-12.191932678222656,-77.015167236328125,3510
ASOCIACION DE VIVIENDAS VIÑA DE ATE  2DA ETAPA,-12.191932678222656,-77.015167236328125,3511
ASOCIACION DE VIVIENDAS. SAN ROQUE,-12.020687103271484,-76.90864562988281,3512
ASOCIACION DE VIVIENGA TUNGASUCA 3 ETAPA,-11.899894714355469,-77.04955291748047,3513
ASOCIACIÓN DE VIVIENZA ALTO TIWINZA,-17.200063705444336,-70.94515228271484,3514
ASOCIACION DE VIVIVIENDA LOS PEREGRINOS DE CHAPI SECTOR 2,-16.52159309387207,-71.48172760009766,3515
ASOCIACION DE VUVIENDA JOSE LUIS BUSTAMANTE Y RIVERO SE,-16.341354370117187,-71.60307312011719,3516
ASOCIACIÓN DEVIVIENDA SAN FRANDISCO DE ASID,-14.04095458984375,-75.7368392944336,3517
ASOCIACION EDGAR VELAZQUES MEDINA,-14.262541770935059,-71.22270965576172,3518
ASOCIACIÓN EL BOSQUE,-12.062575340270996,-76.98456573486328,3519
ASOCIACIÓN ENTRADA DE HUACHIPA,-12.017154693603516,-76.89691162109375,3520
ASOCIACIÓN ESTANCIA SANTA CLARA,-12.023075103759766,-76.89344024658203,3521
ASOCIACIÓN EX FUNDO NARANJUELO SURCO VIEJO,-12.143173217773438,-77.00981903076172,3522
ASOCIACION EX SERVIDORES PETRO PERÚ,-13.550394058227539,-71.88800048828125,3523
ASOCIACIÓN FAMILIAR SAN CRISTOBAL NIVERIA,-11.986040115356445,-76.9211654663086,3524
ASOCIACIÓN FE Y ESPERANZA,-14.253353118896484,-71.22137451171875,3525
ASOCIACIÓN FERMIN AZPARRENT,-13.15121078491211,-74.21805572509766,3526
ASOCIACIÓN FUNDO HUARANGAL SURCO VIEJO,-12.143173217773438,-77.00981903076172,3527
ASOCIACION HUAYARINGA ALTA AUTOGESTIONARIA,-11.921554565429688,-76.657196044921875,3528
ASOCIACION INDEPENDIENTES II ETAPA,-18.067556381225586,-70.24706268310547,3529
ASOCIACIÓN JUNTA DE COMPRADORES,-12.00436782836914,-76.83895111083984,3530
ASOCIACION LA ESPERANZA,-10.945842742919922,-75.2256088256836,3531
ASOCIACIÓN LA ESTANCIA DE SANTA CLARA,-12.023075103759766,-76.89344024658203,3532
ASOCIACIÓN LA ESTRELLA,-12.017154693603516,-76.89691162109375,3533
ASOCIACIÓN LA FLOR DE CARABAYLLO,-11.875371932983398,-77.03093719482422,3534
ASOCIACION LA FRONTERA,-17.9991512298584,-70.23578643798828,3535
ASOCIACIÓN LA PRIMAVERA,-13.056913375854492,-76.34748077392578,3536
ASOCIACIÓN LAS AMERICAS,-12.034218788146973,-76.90709686279297,3537
ASOCIACION LAS PALMAS,-11.845407485961914,-77.08673858642578,3538
ASOCIACIÓN LAS PALMAS,-11.96947956085205,-77.10576629638672,3539
ASOCIACIÓN LAS VIOLETAS,-12.010229110717773,-77.004913330078125,3540
ASOCIACIÓN LOD TULIPANES,-11.973284721374512,-77.07434844970703,3541
ASOCIACION LOS ALISOS,-11.985265731811523,-77.09266662597656,3542
ASOCIACION LOS ANGELES,-14.049196243286133,-75.7075424194336,3543
ASOCIACIÓN LOS ÁNGELES,-12.031776428222656,-76.9293212890625,3544
ASOCIACION LOS CEDROS,-12.012396812438965,-76.853271484375,3545
ASOCIACION LOS CIPRESES DE CARABAYLLO,-11.84315299987793,-77.06189727783203,3546
ASOCIACIÓN LOS CIPRESES SURCO VIEJO,-12.139004707336426,-77.00969696044922,3547
ASOCIACIÓN LOS LICENCIADOS,-13.146610260009766,-74.22782897949219,3548
ASOCIACIÓN LOS OLIVOS,-6.059319496154785,-76.97245788574219,3549
ASOCIACION LOS PINOS,-11.985265731811523,-77.09266662597656,3550
ASOCIACION LOS PINOS DEL NORTE,-11.985265731811523,-77.09266662597656,3551
ASOCIACION LOS ROBLES,-12.009797096252441,-76.862518310546875,3552
ASOCIACION LOS ROSALES,-11.899894714355469,-77.04955291748047,3553
ASOCIACIÓN MANUEL PRADO,-14.26590633392334,-71.23587799072266,3554
ASOCIACIÓN MELCHORITA,-12.023075103759766,-76.89344024658203,3555
ASOCIACION MICAELA  BASTIDAS,-11.846510887145996,-77.10371398925781,3556
ASOCIACIÓN MICAELA BASTIDAS,-11.846510887145996,-77.10371398925781,3557
ASOCIACION MIRAFLORES,-14.049196243286133,-75.7075424194336,3558
ASOCIACIÓN MONTE VERDE,-12.594579696655273,-69.205352783203125,3559
ASOCIACION MONTERREY,-12.043761253356934,-76.95543670654297,3560
ASOCIACIÓN MONTERREY,-12.043761253356934,-76.95543670654297,3561
ASOCIACION NACIONES UNIDAS,-13.721726417541504,-76.21705627441406,3562
ASOCIACIÓN NACIONES UNIDAS,-13.721726417541504,-76.21705627441406,3563
ASOCIACION NESTOR CACERES VELASQUEZ 2,-16.370159149169922,-71.51655578613281,3564
ASOCIACIÓN NIÑO JESÚS II ETAPA,-12.023075103759766,-76.89344024658203,3565
ASOCIACIÓN NIÑO JESÚS SEGUNDA ETAPA,-12.023075103759766,-76.89344024658203,3566
ASOCIACIÓN NUEVA AREQUIPA,-12.87738037109375,-70.0394058227539,3567
ASOCIACION NUEVO MILENIO,-12.020687103271484,-76.90864562988281,3568
ASOCIACION PARINACOCHAS,-12.017521858215332,-76.970855712890625,3569
ASOCIACION PATAPATA,-13.543067932128906,-71.87367248535156,3570
ASOCIACIÓN PATAPATA,-13.543067932128906,-71.87367248535156,3571
ASOCIACION PECUARIA HEROES ALTO CIUDAD NUEVA,-17.963687896728516,-70.24816131591797,3572
ASOCIACIÓN PECUARIA HEROES ALTO CIUDAD NUEVA,-17.963687896728516,-70.24816131591797,3573
ASOCIACIÓN PECUARIA SANTA CRUZ DE CHOQUECHACA,-17.963687896728516,-70.24816131591797,3574
ASOCIACION PEDRO CHAMOCHUMBI,-3.5571653842926025,-80.442657470703125,3575
ASOCIACIÓN PEDRO CHAMOCHUMBI,-3.561551094055176,-80.44732666015625,3576
ASOCIACION PEDRO PORTILLO SILVA,-11.066668510437012,-77.60466003417969,3577
ASOCIACION POPULAR NUEVA ESPERANZA,-11.81199836730957,-77.132720947265625,3578
ASOCIACIÓN POPULAR NUEVA ESPERANZA,-11.81199836730957,-77.132720947265625,3579
ASOCIACION PRO VIVENDA LUCERINAS,-13.542030334472656,-71.9128646850586,3580
ASOCIACION PRO VIVIENDA  AYUDA MUTUA,-13.514778137207031,-71.96056365966797,3581
ASOCIACION PRO VIVIENDA  ERAPATA,-13.544493675231934,-71.98035430908203,3582
ASOCIACION PRO VIVIENDA 5 DE ABRIL,-13.511067390441895,-71.99811553955078,3583
ASOCIACIÓN PRO VIVIENDA 5 DE ABRIL,-13.511067390441895,-71.99811553955078,3584
ASOCIACION PRO VIVIENDA AGRICULTURA,-10.665567398071289,-76.2504653930664,3585
ASOCIACION PRO VIVIENDA AYUDA MUTUA,-13.514778137207031,-71.96056365966797,3586
ASOCIACIÓN PRO VIVIENDA AYUDA MUTUA,-13.514778137207031,-71.96056365966797,3587
ASOCIACION PRO VIVIENDA CAMINO INCA,-13.507194519042969,-72.00250244140625,3588
ASOCIACION PRO VIVIENDA CAMPIÑA BAJA,-13.527409553527832,-71.93629455566406,3589
ASOCIACIÓN PRO VIVIENDA CASUARINAS,-13.542030334472656,-71.9128646850586,3590
ASOCIACIÓN PRO VIVIENDA CONSTRUCCIÓN CIVIL,-13.527709007263184,-71.98786163330078,3591
ASOCIACION PRO VIVIENDA DANIEL ALCIDES CARRION,-10.662398338317871,-76.25814056396484,3592
ASOCIACION PRO VIVIENDA DE INTERES SOCIAL LOS PINOS,-17.019968032836914,-72.00579071044922,3593
ASOCIACION PRO VIVIENDA DIGNIDAD NACIONAL,-13.530889511108398,-71.988250732421875,3594
ASOCIACION PRO VIVIENDA EL PEDREGAL,-13.507194519042969,-72.00250244140625,3595
ASOCIACION PRO VIVIENDA GERARDO PATIÑO LOPEZ,-10.662398338317871,-76.25814056396484,3596
ASOCIACION PRO VIVIENDA JOSE ESCOBEDO,-13.514778137207031,-71.96056365966797,3597
ASOCIACION PRO VIVIENDA JOSE ESCOVEDO,-13.514778137207031,-71.96056365966797,3598
ASOCIACION PRO VIVIENDA JUAN VELASCO,-13.004314422607422,-72.51563262939453,3599
ASOCIACION PRO VIVIENDA LOS JARDINES,-13.530889511108398,-71.988250732421875,3600
ASOCIACION PRO VIVIENDA LUCERINAS,-13.542030334472656,-71.9128646850586,3601
ASOCIACIÓN PRO VIVIENDA LUCERINAS,-13.542030334472656,-71.9128646850586,3602
ASOCIACION PRO VIVIENDA PUCYUPATA,-13.507194519042969,-72.00250244140625,3603
ASOCIACION PRO VIVIENDA SAN ANTONIO,-13.540048599243164,-71.92848205566406,3604
ASOCIACIÓN PRO VIVIENDA SAN JOSE,-13.415642738342285,-76.12616729736328,3605
ASOCIACION PRO VIVIENDA SEÑOR DE CHOQUEQUILCA,-13.263448715209961,-72.259552001953125,3606
ASOCIACION PRO VIVIENDA SEÑOR DE HUAYNA ROQUE,-15.462902069091797,-70.13985443115234,3607
ASOCIACION PRO VIVIENDA TEMISTOCLES ROCHA,-14.042709350585938,-75.74176025390625,3608
ASOCIACION PRO VIVIENDA UNDAC,-10.665567398071289,-76.2504653930664,3609
ASOCIACIÓN PRO VIVIENDA UVIMA XII,-13.543067932128906,-71.87367248535156,3610
ASOCIACIÓN PRO VIVIENDA VALLE HERMOSA,-13.544493675231934,-71.98035430908203,3611
ASOCIACION PRO VIVIENDA VILLA CESAR,-13.544493675231934,-71.98035430908203,3612
ASOCIACIÓN PRO VIVIENDA VILLA CESAR,-13.544493675231934,-71.98035430908203,3613
ASOCIACION PRO VIVIENDA VILLA CORPAC,-13.540048599243164,-71.92848205566406,3614
ASOCIACION PRO VIVIENDA VILLA EL SOL,-13.550394058227539,-71.88800048828125,3615
ASOCIACION PRO VIVIENDAS LUCERINAS,-13.542030334472656,-71.9128646850586,3616
ASOCIACION PRO VIVIENDAS SAN HILARION  2 ETAPA,-12.000127792358398,-77.00777435302734,3617
ASOCIACION PRO VIVIENDAS SAN HILARION 2 ETAPA,-12.000127792358398,-77.00777435302734,3618
ASOCIACION PRO VIVIENDAS SAN HILARION SECTOR 2 ETAPA,-12.000127792358398,-77.00777435302734,3619
ASOCIACIÓN PROGRAMA DE VIVIENDA SAN VALENTIN,-11.96947956085205,-77.10576629638672,3620
ASOCIACIÓN PROLONGACIÓN HAWAY,-12.305207252502441,-76.84230041503906,3621
ASOCIACION PROVIVIENDA  FDICSS,-13.547989845275879,-71.943359375,3622
ASOCIACIÓN PROVIVIENDA 5 DE ABRIL,-13.511067390441895,-71.99811553955078,3623
ASOCIACION PROVIVIENDA AGUA BUENA,-13.547989845275879,-71.943359375,3624
ASOCIACION PROVIVIENDA AGUA DULCE,-13.547989845275879,-71.943359375,3625
ASOCIACION PROVIVIENDA ALBERTO TEMPLE SEMINARIO,-5.208682060241699,-80.63846588134766,3626
ASOCIACIÓN PROVIVIENDA AYUDA MUTUA,-13.514778137207031,-71.96056365966797,3627
ASOCIACION PROVIVIENDA CCOTACCALLE,-13.547989845275879,-71.943359375,3628
ASOCIACION PROVIVIENDA LA QUEBRADA,-16.42922592163086,-71.49015808105469,3629
ASOCIACION PUEBLO JOVEN BARRIOS ALTOS,-13.159714698791504,-74.23486328125,3630
ASOCIACION PUEBLO NUEVO BUENOS AIRES,-11.914103507995605,-76.67327117919922,3631
ASOCIACIÓN PUEBLO NUEVO BUENOS AIRES,-11.914103507995605,-76.67327117919922,3632
ASOCIACIÓN REAL FELIPE,-14.253353118896484,-71.22137451171875,3633
ASOCIACIÓN RESIDENCIAL CAJAMARQUILLA,-11.969696998596191,-76.893890380859375,3634
ASOCIACIÓN RESIDENCIAL LOS OLIVOS,-11.978959083557129,-77.07662200927734,3635
ASOCIACION RESIDENCIAL SANTA LUCIA,-11.977540969848633,-77.11161804199219,3636
ASOCIACION RURAL PUERTO UNION,-12.56877326965332,-69.312652587890625,3637
ASOCIACIÓN RUSSELL BALLAR,-11.919027328491211,-76.66815185546875,3638
ASOCIACION SAMUEL MENDOZA,-14.253353118896484,-71.22137451171875,3639
ASOCIACION SAN CARLOS ALTO,-12.051100730895996,-77.056243896484375,3640
ASOCIACIÓN SAN CARLOS ALTO,-11.919027328491211,-76.66815185546875,3641
ASOCIACIÓN SAN CARLOS BAJO,-11.919027328491211,-76.66815185546875,3642
ASOCIACION SAN PEDRO,-8.960073471069336,-78.477386474609375,3643
ASOCIACIÓN SANTA ELIZABETH SEGUNDA ETAPA,-11.978925704956055,-77.0166244506836,3644
ASOCIACION SANTA FELICIA,-12.009797096252441,-76.862518310546875,3645
ASOCIACION SANTA INES,-10.945842742919922,-75.2256088256836,3646
ASOCIACION SANTA ROSA,-14.262541770935059,-71.22270965576172,3647
ASOCIACION SE VIVIENDA TAWANTINSUYO,-15.896363258361816,-73.18694305419922,3648
ASOCIACIÓN SOL DE SANTA ANITA,-12.043761253356934,-76.95543670654297,3649
ASOCIACION TUPAC AMARU,-12.073689460754395,-75.19400787353516,3650
ASOCIACION URBANA PAMPA DEL CARMEN,-11.062180519104004,-75.333404541015625,3651
ASOCIACION URBANIZADORA JOSE LUIS BUSTAMANTE RIVERO,-16.334213256835938,-71.597869873046875,3652
ASOCIACION URBANIZADORA JOSE LUIS BUSTAMANTE Y RIVERO,-16.334213256835938,-71.597869873046875,3653
ASOCIACION URBANIZADORA JOSE LUIS BUSTAMANTE Y RIVERO,-16.332931518554688,-71.59706115722656,3654
ASOCIACION URBANIZADORA JOSE LUIS BUSTAMANTE Y RIVERO SECTOR,-16.334213256835938,-71.597869873046875,3655
ASOCIACION URBANIZADORA JOSE LUIS BUSTAMANTE Y RIVERO SECTOR 2,-16.334213256835938,-71.597869873046875,3656
ASOCIACION URBANIZADORA LOS BOSQUES PRIMAVERALES,-16.474567413330078,-71.50041961669922,3657
ASOCIACION URBANIZADORA SOR ANA DE LOS A,-16.318761825561523,-71.583770751953125,3658
ASOCIACIÓN URBANIZADORA SOR ANA DE LOS Á,-16.318761825561523,-71.583770751953125,3659
ASOCIACION URBANIZADORA SOR ANA DE LOS ÁNGELES,-16.318761825561523,-71.583770751953125,3660
ASOCIACION URBANIZADORA VALLE VERDE,-16.42922592163086,-71.49015808105469,3661
ASOCIACION VECINAL TAMBOCANCHA,-13.408002853393555,-72.05363464355469,3662
ASOCIACIÓN VECINAL TAMBOCANCHA,-13.408002853393555,-72.05363464355469,3663
ASOCIACION VICIL PUEBLO JOVEN BUENOS AIR,-11.696443557739258,-76.867828369140625,3664
ASOCIACION VILLA LAS FLORES,-11.891324996948242,-77.06647491455078,3665
ASOCIACIÓN VILLA LAS FLORES,-11.891324996948242,-77.06647491455078,3666
ASOCIACIÓN VILLA MUNICIPAL,-18.023157119750977,-70.245147705078125,3667
ASOCIACIÓN VIRGEN DE GUADALUPE,-12.003018379211426,-76.860748291015625,3668
ASOCIACIÓN VIRGEN DE LA PUERTA,-11.96947956085205,-77.10576629638672,3669
ASOCIACIÓN VIRGEN DE LAS NIEVES,-11.986045837402344,-77.09160614013672,3670
ASOCIACIÓN VIRGEN INMACULADA CONCEPCION,-13.1353759765625,-74.19182586669922,3671
ASOCIACION VIVIENDA ARTURO DURAN PANES Y,-11.347610473632813,-74.52040100097656,3672
ASOCIACION VIVIENDA VILLA LIBERTAD,-12.242955207824707,-76.8743667602539,3673
ASOCIACION VIVIENDA VILLA SANTA ROSA DE HUACHIPA,-12.004243850708008,-76.94933319091797,3674
ASOCIACION VIVIENDA VILLA SANTA ROSA HUACHIPA,-12.004243850708008,-76.94933319091797,3675
ASOCIACIONNDE VIVIENDS COOPERATIVA LA FRTACNA,-17.9991512298584,-70.23578643798828,3676
ASOCIACON DE VIVIENDA EL ROSAL DE SANTA ANITA 1E,-12.024277687072754,-76.9452896118164,3677
ASOCIACOON MERCEDES DE OQUENDO,-11.977540969848633,-77.11161804199219,3678
ASOCIAVION DE VIVIENDA LOS VIQUES,-12.037731170654297,-76.92681121826172,3679
ASOCION VIVIENDA CHILLON,-11.918619155883789,-77.07568359375,3680
ASOCIQCION DE VIVIENDA SAN MARTIN DE PORRAS TACNA,-18.00436019897461,-70.2411880493164,3681
ASOCOACION DE VIVOENDA CHILLON II ETAPA,-11.918619155883789,-77.07568359375,3682
ASOIACION DE VIVIENDA CIUDAD DE DIOS,-18.06667709350586,-70.29716491699219,3683
ASOSACION DE GANADEROS SANTO DOMINGO,-13.148208618164063,-76.35010528564453,3684
ASOSCIACION DE VIVIENDA MONTERREY,-18.06877326965332,-70.2536392211914,3685
ASOSIACION DE POBLADORES EL VALLE,-11.923273086547852,-76.958099365234375,3686
ASOSIACION DE VIVIENDA  APURIMAC,-11.97958755493164,-77.01744842529297,3687
ASOSIACION DE VIVIENDA EL EDEN,-6.487710475921631,-76.33573150634766,3688
ASOSIACION DE VIVIENDAS PAMPA YURAC,-9.049744606018066,-75.51075744628906,3689
ASRNTAMIENTO HUMANOMONTE LOS OLIVOS,-12.043434143066406,-76.9224624633789,3690
ATAURA,-11.802984237670898,-75.43558502197266,3691
ATE,-12.031776428222656,-76.9293212890625,3692
AUGUSTO BERNARDINO LEGUIA (EL DESIERTO),-13.076284408569336,-76.29114532470703,3693
AUTENTICO BARRIO ABAJO,-15.36842155456543,-70.36661529541016,3694
AVEXO TOMASIRI,-17.83353614807129,-70.51640319824219,3695
AVRNIDA INDEPENDENCIA,-3.6394715309143066,-80.59767150878906,3696
AXEXO GARUAC,-8.948580741882324,-76.93473052978516,3697
AXEXO HUATALAQUE,-16.751331329345703,-70.7183609008789,3698
AXEXO MAMUTA,-17.295072555541992,-69.72779083251953,3699
AYACUCHO,-13.159714698791504,-74.23486328125,3700
AYACUCHO,-13.166144371032715,-74.22954559326172,3701
AYACUCHO,-13.167366027832031,-74.19866943359375,3702
BAGAZAN,-4.725100040435791,-73.53248596191406,3703
BALNEARIO LA ESMERALDA DE COLAN,-4.999683856964111,-81.06952667236328,3704
BALNEARIO PUNTA NUEVA,-16.651439666748047,-72.67876434326172,3705
BALNEARIO PUNTA SAL,-3.939812660217285,-80.920135498046875,3706
BAMBAMARCA,-6.676125526428223,-78.51747131347656,3707
BAÑOS DEL INCA,-7.161723613739014,-78.4632339477539,3708
BAREIO LA FLORIDA,-7.166202545166016,-78.51008605957031,3709
BARIO DE HUARERA PAMPA,-9.011331558227539,-77.34297180175781,3710
BARIO SANTA ROSA,-5.974259376525879,-77.02608489990234,3711
BARRANCA,-10.750938415527344,-77.7656021118164,3712
BARRANCA,-10.748497009277344,-77.76396179199219,3713
BARRANCA,-10.74393367767334,-77.76036834716797,3714
BARRANCA,-10.746675491333008,-77.7596435546875,3715
BARRANCA,-10.748175621032715,-77.75699615478516,3716
BARRANCO,-12.137811660766602,-77.0213394165039,3717
BARRANCO,-12.147850036621094,-77.02070617675781,3718
BARRI SHAULLO CHICO,-7.169821262359619,-78.44953918457031,3719
BARRIA SAN PEDRO,-16.22567367553711,-68.97174835205078,3720
BARRIO,-3.9461240768432617,-80.9395980834961,3721
BARRIO,-3.6839828491210937,-80.67803955078125,3722
BARRIO,-6.721563816070557,-76.69249725341797,3723
BARRIO,-10.475979804992676,-76.4085464477539,3724
BARRIO,-6.108366966247559,-76.27178955078125,3725
BARRIO,-13.627178192138672,-72.88655853271484,3726
BARRIO   SAN SEBASTIAN,-7.158685207366943,-78.51719665527344,3727
BARRIO  BRISTOL,-4.838786602020264,-76.55118560791016,3728
BARRIO  CALVARIO,-6.0356903076171875,-76.9710922241211,3729
BARRIO  CANIPAMBA,-8.195703506469727,-77.89396667480469,3730
BARRIO  CANTA  HUALMAY,-11.095775604248047,-77.598724365234375,3731
BARRIO  CENTRAL,-5.974259376525879,-77.02608489990234,3732
BARRIO  FLORIDA,-14.69613265991211,-74.1191177368164,3733
BARRIO  LA COLONIA,-10.952897071838379,-69.58097839355469,3734
BARRIO  LA VICTORIA,-12.068258285522461,-75.284515380859375,3735
BARRIO  LLUYLLUYCUCHA,-6.030952453613281,-76.97855377197266,3736
BARRIO  MARONAL,-6.90919828414917,-75.1565170288086,3737
BARRIO  OCOPILLA,-12.074463844299316,-75.20025634765625,3738
BARRIO  SAN CRISTÓBAL,-12.781105041503906,-74.9668960571289,3739
BARRIO  SAN JUAN DEL ARENAL,-6.105424880981445,-76.92147064208984,3740
BARRIO  SHAHUINTOPATA,-6.063766002655029,-77.1634750366211,3741
BARRIO 1,-5.30394983291626,-75.72135925292969,3742
BARRIO 1 DE MAYO,-6.37133264541626,-78.80709075927734,3743
BARRIO 11 DE ABRIL,-13.173233985900879,-74.217987060546875,3744
BARRIO 12 DE NOVIEMBRE,-7.345241546630859,-75.01850891113281,3745
BARRIO 12 DE OCTUBRE,-14.474549293518066,-70.63994598388672,3746
BARRIO 18 DE ENERO,-16.116178512573242,-69.55113220214844,3747
BARRIO 19,-3.6373403072357178,-80.60242462158203,3748
BARRIO 19 DE NOVIEMBRE,-13.872117042541504,-72.76993560791016,3749
BARRIO 19 DE SETIEMBRE,-15.197070121765137,-69.76424407958984,3750
BARRIO 19 DE SIETIEMBRE,-15.197070121765137,-69.76424407958984,3751
BARRIO 2,-5.30394983291626,-75.72135925292969,3752
BARRIO 21 DE NOVIEMBRE,-6.416173458099365,-76.51853942871094,3753
BARRIO 22 DE OCTUBRE,-7.145396709442139,-78.51334381103516,3754
BARRIO 24 DE ENERO,-16.116178512573242,-69.55113220214844,3755
BARRIO 24 DE NOVIEMBRE,-16.116178512573242,-69.55113220214844,3756
BARRIO 25 DE SETIEMBRE,-6.416173458099365,-76.51853942871094,3757
BARRIO 26 DE MAYO,-11.658232688903809,-69.23638916015625,3758
BARRIO 28 DE JULIO,-10.890119552612305,-77.50264739990234,3759
BARRIO 28 DE JULIO,-12.120685577392578,-75.19384002685547,3760
BARRIO 28 DE JULIO,-13.025647163391113,-70.49897766113281,3761
BARRIO 28 DE JULIO,-13.027215957641602,-70.49614715576172,3762
BARRIO 28 DE JULIO,-13.098782539367676,-70.367919921875,3763
BARRIO 28 DE JULIO HUAYLLASPANCA,-12.120685577392578,-75.19384002685547,3764
BARRIO 28 DE NOVIEMBRE,-6.578787326812744,-76.14015197753906,3765
