COD_ENIG 2018,ALIMENTOS Y BEBIDAS ,GTAP10,GTAP10_c,ARTICULO
641,COCTEL DE FRUTAS EN ALMIBAR,4,v_f,0641
642,HIGOS EN ALMÍBAR,4,v_f,0642
643,MANGO EN CONSERVA,4,v_f,0643
644,MELOCOTONES EN CONSERVA,4,v_f,0644
645,PEJIBAYE EN CONSERVA,4,v_f,0645
646,PERAS EN CONSERVA,4,v_f,0646
647,PIÑA EN CONSERVA,4,v_f,0647
659,OTRAS FRUTAS EN CONSERVA,4,v_f,0659
,"FRUTOS SECOS, SEMILLAS",,,
660,AJONJOLI,5,osd,0660
661,ALMENDRAS O AVELLANAS,4,v_f,0661
662,AMAPOLA (SEMILLAS),8,ocr,0662
663,CASTAÑAS,4,v_f,0663
664,CHAN,5,osd,0664
665,LINAZA,4,v_f,0665
666,MACADAMIA,4,v_f,0666
667,"MANI A LA BARBACOA, SALADO O PICANTE",4,v_f,0667
668,MANI CON CASCARA,4,v_f,0668
669,"MANI GARAPIÑADO, HONNEY ROST",4,v_f,0669
670,MANI SIMPLE SIN CASCARA,4,v_f,0670
671,NUECES,4,v_f,0671
672,PASAS,4,v_f,0672
673,PASAS CON SEMILLAS,4,v_f,0673
674,PECANAS,4,v_f,0674
675,PISTACHO,4,v_f,0675
676,SEMILLAS DE GIRASOL,5,osd,0676
677,SEMILLAS DE MARAÑON,4,v_f,0677
678,SEMILLAS MIXTAS,5,osd,0678
679,MORINGA (SEMILLA O MOLIDA),4,v_f,0679
680,CHIA (SEMILLA O MOLIDA),5,osd,0680
689,OTRAS SEMILLAS,4,v_f,0689
,FRUTAS DESHIDRATADAS O AZUCARADAS,,,
690,BANANO DESHIDRATADO (PASADOS),4,v_f,0690
691,CIRUELA PASA,4,v_f,0691
692,FRUTA CONFITADA O CRISTALIZADA,4,v_f,0692
699,"OTRAS FRUTAS DESHIDRATADAS (MIXTAS, MANGO, PIÑA, KIWI)",4,v_f,0699
,VEGETALES Y HORTALIZAS ,,,
700,ACELGA,4,v_f,0700
701,AJO,4,v_f,0701
702,ALBAHACA FRESCA,4,v_f,0702
703,ALCACHOFA,4,v_f,0703
704,ALCAPARRAS,4,v_f,0704
705,ALFALFA,4,v_f,0705
706,ALGA PARA SUSHI,4,v_f,0706
707,APIO FRESCO,4,v_f,0707
708,ARUGULA O RUGULA,4,v_f,0708
709,AYOTE SAZON Y CALABAZA,4,v_f,0709
710,AYOTE TIERNO,4,v_f,0710
711,BERENJENA,4,v_f,0711
712,BERROS,4,v_f,0712
713,BROCOLI,4,v_f,0713
714,CAIGUA,4,v_f,0714
715,CEBOLLIN,4,v_f,0715
716,CHAYOTE,4,v_f,0716
717,CHAYOTE COCORO,4,v_f,0717
718,CHAYOTE SAZON,4,v_f,0718
719,CHICASQUIL,4,v_f,0719
720,CHILE DULCE O PIMIENTO,4,v_f,0720
721,CHILE PICANTE O JALAPEÑO,4,v_f,0721
722,CHIVERRE,4,v_f,0722
723,COL DE BRUSELAS,4,v_f,0723
724,COLIFLOR CRUDA,4,v_f,0724
725,CULANTRO CASTILLA,4,v_f,0725
726,CULANTRO COYOTE,4,v_f,0726
727,ELOTE BLANCO Y AMARILLO,3,gro,0727
728,ESPARRAGOS FRESCOS,4,v_f,0728
729,ESPINACAS,4,v_f,0729
730,FLOR DE ITABO,4,v_f,0730
731,HIERBA BUENA FRESCA,4,v_f,0731
732,HINOJO FRESCO,4,v_f,0732
733,HOJAS DE CEBOLLA,4,v_f,0733
734,"HOJAS DE RABANO, REMOLACHA, QUELITES Y MALVA",4,v_f,0734
735,HONGOS FRESCOS,4,v_f,0735
736,"LECHUGA AMERICANA, VERONICA",4,v_f,0736
737,LECHUGA CRIOLLA,4,v_f,0737
738,MAIZ CASCADO,3,gro,0738
739,MAIZ DESGRANADO,3,gro,0739
740,MAIZ PARA PALOMITAS DE MICROONDAS,25,ofd,0740
741,MANZANILLA FRESCA,4,v_f,0741
742,MENTA FRESCA,4,v_f,0742
743,MINIVEGETALES,4,v_f,0743
744,MOSTAZA EN HOJAS,4,v_f,0744
745,OREGANO FRESCO,4,v_f,0745
746,PALMITO (BOLSA),4,v_f,0746
747,PEPINO,4,v_f,0747
748,PEREJIL FRESCO,4,v_f,0748
749,PIPIAN,4,v_f,0749
750,PUERRO,4,v_f,0750
751,REPOLLO MORADO,4,v_f,0751
752,REPOLLO VERDE,4,v_f,0752
753,ROMERO FRESCO,4,v_f,0753
754,SABILA,4,v_f,0754
755,TACACO,4,v_f,0755
756,TOMATE,4,v_f,0756
757,TOMATES CHERRIES,4,v_f,0757
758,TOMILLO FRESCO,4,v_f,0758
759,VAINICA,4,v_f,0759
760,ZAPALLO O ZUQUINI,4,v_f,0760
761,"VERDURAS PICADAS (ZANAHORIAS, VAINICAS, ETC.)",4,v_f,0761
762,HOJAS DE PLATANO,4,v_f,0762
764,CHILE PANAMEÑO,4,v_f,0764
769,OTROS VEGETALES Y HORTALIZAS FRESCOS,4,v_f,0769
,LEGUMINOSAS,,,
770,"ARVEJA, PETIT POIS O CHICHAROS FRESCOS",4,v_f,0770
771,CUBACES,4,v_f,0771
772,FRIJOL DE SOYA,4,v_f,0772
773,FRIJOLES BLANCOS,4,v_f,0773
774,FRIJOLES NEGROS,4,v_f,0774
775,FRIJOLES ROJOS,4,v_f,0775
776,FRIJOLES TIERNOS O NACIDOS,4,v_f,0776
777,GARBANZOS,4,v_f,0777
778,LENTEJAS,4,v_f,0778
789,OTRAS LEGUMINOSAS FRESCAS,4,v_f,0789
,TUBERCULOS,,,
790,ARRACACHE,4,v_f,0790
791,CAMOTE,4,v_f,0791
792,CEBOLLA (BLANCA O MORADA),4,v_f,0792
793,MALANGA,4,v_f,0793
794,ÑAME,4,v_f,0794
795,ÑAMPI,4,v_f,0795
796,PAPA,4,v_f,0796
797,RABANO LARGO,4,v_f,0797
798,RABANO REDONDO,4,v_f,0798
799,RAIZ DE CHAYOTE,4,v_f,0799
800,REMOLACHA,4,v_f,0800
801,TIQUISQUE,4,v_f,0801
802,YUCA,4,v_f,0802
803,ZANAHORIA,4,v_f,0803
809,OTROS TUBÉRCULOS,4,v_f,0809
,VEGETALES PREPARADOS O PRECOCIDOS,,,
810,AROS DE CEBOLLA CONGELADOS,25,ofd,0810
811,CEVICHE DE PLATANO EMPACADO,25,ofd,0811
812,ENSALADAS CON CARNES EMPACADAS,25,ofd,0812
813,"ENSALADAS DE VEGETALES EMPACADAS (CESAR, ETC.)",25,ofd,0813
814,ENSALADAS HARINOSAS EMPACADAS,25,ofd,0814
815,ENYUCADOS CON CARNE O QUESO CONGELADOS,25,ofd,0815
816,GUACAMOLE EMPACADO,25,ofd,0816
817,PAPAS CONGELADAS LISTAS PARA FREIR,25,ofd,0817
818,PICO DE GALLO EMPACADO O SERVIDO,25,ofd,0818
819,"PREPARADO PARA PURE DE PAPA, YUCA Y CAMOTE",25,ofd,0819
820,PURES O COLADOS DE FRUTAS,25,ofd,0820
821,PURES O COLADOS DE VERDURA Y CARNES,25,ofd,0821
822,VERDURAS PARA OLLA CARNE CRUDAS,25,ofd,0822
823,TORTAS DE YUCA PRECOCIDAS,25,ofd,0823
829,OTROS PRODUCTOS VEGETALES EMPACADOS,25,ofd,0829
,VEGETALES EN CONSERVA,,,
830,ACEITUNAS EN CONSERVA,25,ofd,0830
831,ACEITUNAS RELLENAS EN CONSERVA,25,ofd,0831
832,"ARVEJAS, GUISANTES O PETIT POIS EN CONSERVA",25,ofd,0832
833,CEBOLLITAS EN CONSERVA,25,ofd,0833
834,CHILE CHIPOTLE EN CONSERVA,25,ofd,0834
835,CHILERO DE VEGETALES,25,ofd,0835
836,CHILES JALAPEÑOS EN CONSERVA,25,ofd,0836
837,ELOTES EN CONSERVA,25,ofd,0837
838,ENCURTIDOS DE VEGETALES EN MOSTAZA,25,ofd,0838
839,ENCURTIDOS DE VEGETALES EN VINAGRE,25,ofd,0839
840,ESPARRAGOS EN CONSERVA,25,ofd,0840
841,FRIJOLES MOLIDOS EN CONSERVA,25,ofd,0841
842,FRIJOLES PREPARADOS EMPACADOS,25,ofd,0842
843,GARBANZOS EN CONSERVA,25,ofd,0843
844,HONGOS EN CONSERVA,25,ofd,0844
845,MAIZ DULCE EN CONSERVA,25,ofd,0845
846,PALMITO EN CONSERVA,25,ofd,0846
847,PEPINILLOS EN CONSERVA,25,ofd,0847
848,TOMATES EN CONSERVA,25,ofd,0848
849,VEGETALES MIXTOS EN CONSERVA,25,ofd,0849
859,OTRAS VERDURAS Y HORTALIZAS EN CONSERVA,25,ofd,0859
,AZUCAR,,,
860,AZUCAR MORENO,24,sgr,0860
861,AZUCAR REFINADA (EN POLVO),24,sgr,0861
862,AZUCAR REGULAR,24,sgr,0862
863,DULCE EN POLVO,24,sgr,0863
864,TAPA DE DULCE,24,sgr,0864
865,FRUCTUOSA,24,sgr,0865
869,OTROS TIPOS DE AZÚCAR NATURAL,24,sgr,0869
,EDULCORANTES ,,,
870,EDULCORANTES,24,sgr,0870
871,"SACARINA, CRISTALOSA Y OTROS SUSTITUTOS DEL AZUCAR",24,sgr,0871
879,OTROS TIPOS DE EDULCORANTES,24,sgr,0879
,"SIROPES, MIEL, JALEAS",,,
880,JALEA O MERMELADA DE FRUTAS,25,ofd,0880
881,JALEA O MERMELADA DE FRUTAS DIETETICA,25,ofd,0881
882,"MELAZA O MIEL DE CHIVERRE, MIEL DE AYOTE",24,sgr,0882
883,MIEL DE ABEJA,10,oap,0883
884,MIEL O SIROPE DE MAPLE,25,ofd,0884
885,MIEL DE TAPA DULCE LIQUIDA,10,oap,0885
886,SIROPES DE CHOCOLATE LIGHT,25,ofd,0886
887,"SIROPES DE CHOCOLATE, FRESA O CARAMELO PARA POSTRES",25,ofd,0887
888,"SIROPES DE SABORES (ROJO, VERDE, NARANJA, MORADO, AMARETTO, ETC.)",25,ofd,0888
889,SIROPES DE SABORES O MAPLE LIGH,25,ofd,0889
899,OTRAS MIELES O MERMELADAS,25,ofd,0899
,GOLOSINAS O PREPARADOS PARA POSTRES,,,
900,ALGODON DE AZUCAR,25,ofd,0900
901,BOMBONES DE CHOCOLATE Y BOTONETAS,25,ofd,0901
902,CAJETAS (TORONJA RELLENA),25,ofd,0902
903,"CARAMELOS, TURRONES SIN AZUCAR",25,ofd,0903
904,"CARAMELOS, TURRONES Y MELCOCHAS",25,ofd,0904
905,CHCLES SIN AZUCAR,25,ofd,0905
906,CHICLES (GOMA DE MASCAR),25,ofd,0906
907,CHOCOLATES EN BARRA PARA DIABETICOS,25,ofd,0907
908,CHOCOLATES EN BARRA U OTRAS PRESENTACIONES,25,ofd,0908
909,"CONFITES, CHUPAS O POPIS, GOMITAS",25,ofd,0909
910,CONFITILLOS PARA DECORAR,25,ofd,0910
911,FLAN DE CAJITA,25,ofd,0911
912,GELATINA EN POLVO,25,ofd,0912
913,GELATINA LIGHT EN POLVO,25,ofd,0913
914,GELATINA SIN SABOR (POLVO O LAMINA),25,ofd,0914
915,LUSTRE DE CHOCOLATE,25,ofd,0915
916,LUSTRE DE VAINILLA,25,ofd,0916
917,MARSHMALLOWS,25,ofd,0917
918,NUTELLA,25,ofd,0918
919,"PUDIN DE VAINILLA, LIMON O CHOCOLATE EN POLVO",25,ofd,0919
920,SNACKS DULCES A BASE DE MAIZ,25,ofd,0920
921,SUSPIROS,25,ofd,0921
929,OTRAS GOLOSINAS O PREPARADOS PARA POSTRES,25,ofd,0929
,CONDIMENTOS Y SIMILARES,,,
930,ABLANDADOR DE CARNE,8,ocr,0930
931,ACHIOTE (EN PASTA),8,ocr,0931
932,AJINO MOTO,25,ofd,0932
933,AJO EN PASTA,8,ocr,0933
934,AJO EN POLVO,8,ocr,0934
935,ALBAHACA PROCESADA,8,ocr,0935
936,ANIS DE ESTRELLA,8,ocr,0936
937,APIO EN SEMILLAS,8,ocr,0937
938,AZAFRAN,8,ocr,0938
939,BICARBONATO DE SODIO,25,ofd,0939
940,CANELA,8,ocr,0940
941,CARDAMOMO,8,ocr,0941
942,CEBOLLA EN POLVO,8,ocr,0942
943,"CHILE EN POLVO, PAPRIKA O PIMENTON",8,ocr,0943
944,CLAVO DE OLOR,8,ocr,0944
945,"COLORANTE (AMARILLO, ROJO, VERDE VEGETAL)",8,ocr,0945
946,COMINO,8,ocr,0946
947,CONDIMENTO MIXTO O BOMBA,8,ocr,0947
948,CONSOME O CUBITOS,25,ofd,0948
949,CREMOR TARTARO,25,ofd,0949
950,CULANTRO MOLIDO,8,ocr,0950
951,CURCUMA,8,ocr,0951
952,CURRY EN POLVO,8,ocr,0952
953,EMPANIZADOR DE PESCADO,25,ofd,0953
954,EMPANIZADOR DE POLLO,25,ofd,0954
955,EMPANIZADOR PARA TEMPURA,25,ofd,0955
956,ENELDO,8,ocr,0956
957,ESENCIAS CULINARIAS,8,ocr,0957
958,"ESPIRITU DE ANIS, MENTA, CANELA, ETC.",8,ocr,0958
959,ESTRAGÓN,8,ocr,0959
960,JAMAICA EN SEMILLAS O MOLIDA,8,ocr,0960
961,JENGIBRE,8,ocr,0961
962,LAUREL,8,ocr,0962
963,LEVADURA,25,ofd,0963
964,MEJORANA PROCESADA,8,ocr,0964
965,MOSTAZA MOLIDA,8,ocr,0965
966,NUEZ MOSCADA,8,ocr,0966
967,OREGANO PROCESADO,8,ocr,0967
968,PEREJIL EN POLVO,8,ocr,0968
969,PIMIENTA BLANCA,8,ocr,0969
970,PIMIENTA NEGRA (ENTERA Y EN POLVO),8,ocr,0970
971,PIMIENTA ROJA O CAYENA,8,ocr,0971
972,POLVOS PARA HORNEAR,25,ofd,0972
973,ROMERO PROCESADO,8,ocr,0973
974,ROSA DE JAMAICA,8,ocr,0974
975,SAL FINA O GRUESA,25,ofd,0975
976,SAL MARINA,25,ofd,0976
977,SAZONADOR COMPLETO,25,ofd,0977
978,SUSTITUTO DE SAL (LIGHT),25,ofd,0978
979,TOMILLO PROCESADO,8,ocr,0979
980,VAINILLA,8,ocr,0980
981,WASABI EN PASTA,8,ocr,0981
0982,PASTILLA. LIQUIDO O CUAJO PARA CORTAR EL QUESO,25,ofd,0982
989,OTROS CONDIMENTOS Y SIMILARES,8,ocr,0989
,ADEREZOS Y SALSAS,,,
990,ADEREZO FRANCES,25,ofd,0990
991,ADEREZO ITALIANO,25,ofd,0991
992,ADEREZO MOSTAZA MIEL,25,ofd,0992
993,ADEREZO PARA SANDWICH CON PEPINILLOS,25,ofd,0993
994,"ADEREZO RANCH, CESAR, MIL ISLAS",25,ofd,0994
995,ADEREZO PARA ENSALADA LIGHT,25,ofd,0995
996,MOSTAZA COMERCIAL,25,ofd,0996
997,"PASTAS DE TOMATE, TOMATINAS, NATURAS, SOFRITOS, RANCHERAS, ITALIANAS",25,ofd,0997
998,SALSA A LA BARBACOA,25,ofd,0998
999,SALSA AGRIDULCE,25,ofd,0999
1000,SALSA AL PESTO,25,ofd,1000
1001,SALSA BLANCA,25,ofd,1001
1002,SALSA CON TROZOS DE TOMATE,25,ofd,1002
1003,SALSA DE OSTION,25,ofd,1003
1004,SALSA CHINA O DE SOYA,25,ofd,1004
1005,SALSA DE SOYA LIGHT O REDUCIDA EN SAL,25,ofd,1005
1006,SALSA DE TOMATE,25,ofd,1006
1007,"SALSA INGLESA, SALSA DE VEGETALES",25,ofd,1007
1008,SALSA INGLESA LIGH O REDUCIDA EN SAL,25,ofd,1008
1009,SALSA PICANTE Y TABASCO,25,ofd,1009
1010,SALSA ROSADA,25,ofd,1010
1011,SALSA TERIYAKI,25,ofd,1011
1012,SALSAS PARA CARNES,25,ofd,1012
1013,VINAGRE BALSAMICO,25,ofd,1013
1014,"VINAGRE BLANCO U OSCURO (DE ARROZ, SINTETICO)",25,ofd,1014
1015,VINAGRES FRUTALES,25,ofd,1015
1029,OTROS ADEREZOS O SALSAS,25,ofd,1029
,SOPAS O CREMAS ,25,ofd,
1030,CREMAS DESHIDRATADAS,25,ofd,1030
1031,CREMAS PREPARADAS ENVASADAS,25,ofd,1031
1032,SALSA ALFREDO DESHIDRATADA,25,ofd,1032
1033,SOPA DE POLLO O PESCADO DESHIDRATADA,25,ofd,1033
1034,SOPA DE RES O FRIJOLES DESHIDRATADA,25,ofd,1034
1035,"SOPA VEGETARIANAS DESHIDRATADAS (MISO, ALGAS Y TOFU)",25,ofd,1035
1036,SOPAS DE MICROONDAS (CON FIDEOS),25,ofd,1036
1037,SOPAS PREPARADAS ENVASADAS,25,ofd,1037
1049,OTRAS SOPAS O CREMAS,25,ofd,1049
,SNACKS O BOCADILLOS,,,
1050,CHICHARRONES TOSTADOS,25,ofd,1050
1051,PALOMITAS DE MAIZ PREPARADAS,25,ofd,1051
1052,PAPAS TOSTADAS,25,ofd,1052
1053,PLATANITOS Y YUQUITAS TOSTADAS,25,ofd,1053
1054,SNACKS DE MAIZ SABOR A QUESO,25,ofd,1054
1055,"TORTILLAS TOSTADAS (PARA CHALUPAS, TACOS SIN CARNE)",25,ofd,1055
1056,TOSTADAS DE MAIZ CONDIMENTADAS,25,ofd,1056
1069,OTROS BOCADILLOS O SNACKS,25,ofd,1069
,COMIDAS PRECOCINADAS CONGELADAS,,,
1070,BURRITOS CONGELADOS,25,ofd,1070
1071,LASAÑA CONGELADA,25,ofd,1071
1072,TACOS Y FLAUTAS LISTOS PARA FREIR,25,ofd,1072
1079,OTROS ALIMENTOS PRECOCIDOS CONGELADOS,25,ofd,1079
,BEBIDAS DIVERSAS ,,,
1080,AVENA,26,b_t,1080
1081,CAFE DESCAFEINADO,26,b_t,1081
1082,CAFE EN GRANO,26,b_t,1082
1083,CAFE INSTANTANEO O SOLUBLE,26,b_t,1083
1084,CAFE MOLIDO,26,b_t,1084
1085,CAFE MOLIDO SABORIZADO,26,b_t,1085
1086,CEBADA,26,b_t,1086
1087,CREMA PARA CAFE,26,b_t,1087
1088,CREMA PARA CAFE LIGHT,26,b_t,1088
1089,CREMA PARA FRESCO,26,b_t,1089
1090,COCOA,26,b_t,1090
1091,HORCHATA O PINOLILLO,26,b_t,1091
1092,MEZCLAS PARA BEBIDAS ARTIFICIALES SIN AZUCAR,26,b_t,1092
1093,MEZCLA PARA BEBIDAS,26,b_t,1093
1094,TE DE HIERBAS (MANZANILLA) Y DE FRUTAS EN BOLSITAS,26,b_t,1094
1095,TE NEGRO EN BOLSITAS,26,b_t,1095
1099,OTROS TIPOS DE PRODUCTOS PARA BEBIDAS,26,b_t,1099
,BEBIDAS PREPARADAS,,,
1100,HIELO,26,b_t,1100
1101,"AGUA CARBONATADA (QUINADA, SODA) O SABORIZADA",26,b_t,1101
1102,AGUA DE PIPA,26,b_t,1102
1103,AGUA DULCE,26,b_t,1103
1104,AGUA ENVASADA,26,b_t,1104
1105,BATIDOS CON HELADO O MILK SHAKES,26,b_t,1105
1106,BATIDOS DE FRUTAS Y VEGETALES,26,b_t,1106
1107,BEBIDAS GASEOSAS DIETETICAS ENVASADAS,26,b_t,1107
1108,BEBIDAS GASEOSAS DIETETICAS SERVIDAS,26,b_t,1108
1109,BEBIDAS GASEOSAS REGULARES ENVASADAS,26,b_t,1109
1110,BEBIDAS GASEOSAS REGULARES SERVIDAS,26,b_t,1110
1111,BEBIDAS ENERGETICAS DIETETICAS,26,b_t,1111
1112,BEBIDAS ENERGETICAS,26,b_t,1112
1113,BEBIDAS DE MALTA,26,b_t,1113
1114,BEBIDAS HIDRATANTES,26,b_t,1114
1115,CAFE EXPRESO,26,b_t,1115
1116,CAFES FRIOS GOURMET,26,b_t,1116
1117,CAFE O TE CON LECHE Y CAPUCHINO,26,b_t,1117
1118,CAFE O TE NEGRO,26,b_t,1118
1119,CHOCOLATE LIQUIDO CALIENTE,26,b_t,1119
1120,FRESCO EN AGUA CON AZUCAR SERVIDO,26,b_t,1120
1121,FRESCO EN AGUA SIN AZUCAR O CON EDULCORANTE SERVIDOS,26,b_t,1121
1122,"FRESCO EN LECHE SERVIDO (PINOLILLO, HORCHATA, CREMA RESBALADERA)",26,b_t,1122
1123,JUGOS DE FRUTAS SERVIDOS,26,b_t,1123
1124,JUGO DE VEGETALES (TOMATE),26,b_t,1124
1125,LECHE SABORIZADA CORRIENTE O DELACTOSADA,26,b_t,1125
1126,"NECTAR, TE O JUGOS DE FRUTAS EMPACADOS",26,b_t,1126
1127,"NECTAR, TE O JUGOS DE FRUTAS LIGHT EMPACADOS",26,b_t,1127
1128,LECHE SERVIDA (VASO DE LECHE),26,b_t,1128
1139,OTRAS BEBIDAS NO ALCOHOLICAS,26,b_t,1139
,BEBIDAS ALCOHOLICAS,,,
1140,CERVEZA DE BARRIL O CRUDA SERVIDA,26,b_t,1140
1141,CERVEZA LIGHT O DIETETICA ENVASADA,26,b_t,1141
1142,CERVEZA REGULAR ENVASADA,26,b_t,1142
1143,CERVEZA SIN ALCOHOL ENVASADA,26,b_t,1143
1144,CHAMPAGNE ENVASADA,26,b_t,1144
1145,COCTELES ENVASADOS,26,b_t,1145
1146,"COCTELES SERVIDOS (PIÑA COLADA, ETC.)",26,b_t,1146
1147,CREMAS DE LICOR ENVASADAS,26,b_t,1147
1148,"CREMAS DE LICOR SERVIDAS (BAILEYS , AMARULA, CREMA DE CAFE, SHERIDANS)",26,b_t,1148
1149,GUARO O AGUA ARDIENTE ENVASADO,26,b_t,1149
1150,GUARO O AGUA ARDIENTE SERVIDO,26,b_t,1150
1151,LICORES DIGESTIVOS Y OTROS LICORES DE SABORES ENVASADOS,26,b_t,1151
1152,LICORES DIGESTIVOS Y OTROS LICORES DE SABORES SERVIDOS,26,b_t,1152
1153,RON CORRIENTE O DE COCO ENVASADO,26,b_t,1153
1154,RON CORRIENTE O DE COCO SERVIDO,26,b_t,1154
1155,TEQUILA ENVASADO,26,b_t,1155
1156,TEQUILA SERVIDO,26,b_t,1156
1157,VINO ENVASADO,26,b_t,1157
1158,VINO SERVIDO,26,b_t,1158
1159,VODKA ENVASADO,26,b_t,1159
1160,VODKA SERVIDO,26,b_t,1160
1161,SIDRA,26,b_t,1161
1162,WHISKY ENVASADO,26,b_t,1162
1163,WHISKY SERVIDO,26,b_t,1163
1169,"OTROS LICORES O AGUA ARDIENTES (JEREZ, BRANDI, GINEBRA, COGNAC)",26,b_t,1169
,ENSALADAS,,,
1170,ENSALADAS CON POLLO O CARNE,25,ofd,1170
1171,"ENSALADAS HARINOSAS (PAPA, RUSA, CARACOLITOS, CEVICHE DE PLATANO)",25,ofd,1171
1172,ENSALADA VERDE O DE PALMITO,25,ofd,1172
1179,OTRAS ENSALADAS,25,ofd,1179
,EMPAREDADOS,,,
1180,ARREGLADOS Y EMPANADAS ARREGLADAS,25,ofd,1180
1181,BUTIFARRAS,25,ofd,1181
1182,EMPAREDADOS CON CARNE (MANO DE PIEDRA),25,ofd,1182
1183,EMPAREDADOS DE JAMON Y QUESO,25,ofd,1183
1184,EMPAREDADOS CON POLLO O ATUN,25,ofd,1184
1185,TOSTADAS O PAN CON JALEA,25,ofd,1185
1186,TOSTADAS O PAN CON MANTEQUILLA,25,ofd,1186
1199,OTROS EMPAREDADOS,25,ofd,1199
,DESAYUNOS,,,
1200,AREPAS Y PANCAKES CON MIEL,25,ofd,1200
1201,GALLO DE TORTILLAS CON QUESO,25,ofd,1201
1202,GALLO PINTO CON CARNE,25,ofd,1202
1203,GALLO PINTO CON HUEVO,25,ofd,1203
1204,GALLO PINTO CON NATILLA,25,ofd,1204
1205,GALLO PINTO CON QUESO,25,ofd,1205
1206,GALLO PINTO SOLO,25,ofd,1206
1207,HUEVO FRITO,25,ofd,1207
1208,"HUEVOS REVUELTOS, TORTA DE HUEVO",25,ofd,1208
1209,OMELETTE CON JAMON Y QUESO,25,ofd,1209
1210,PAN CON NATILLA O QUESO CREMA,25,ofd,1210
1211,PAN CON QUESO,25,ofd,1211
1212,TORTILLAS CON NATILLA O QUESO CREMA,25,ofd,1212
1213,TORTILLAS DE QUESO PALMEADAS,25,ofd,1213
1219,OTROS TIPOS DE DESAYUNOS,25,ofd,1219
,PLATILLOS ,,,
1220,ALAS DE POLLO A LA BBQ O FRITAS,20,omt,1220
1221,ARROZ CON POLLO,25,ofd,1221
1222,"ARROZ PREPARADO (CANTONES, CON CAMARONES, ETC.)",23,pcr,1222
1223,"CASADO CON CARNE DE RES: BISTEC, CARNE MECHADA, HIGADO ETC. (PLATO EJECUTIVO)",20,omt,1223
1224,CASADO CON CHULETA O DE CERDO (PLATO EJECUTIVO),20,omt,1224
1225,CASADO CON PESCADO (PLATO EJECUTIVO),25,ofd,1225
1226,CASADO CON POLLO (PLATO EJECUTIVO),20,omt,1226
1227,CEVICHE DE PESCADO O MARISCOS,25,ofd,1227
1228,CHILES RELLENOS,25,ofd,1228
1229,CHOP SUEY O CHOW MEIN,25,ofd,1229
1230,COSTILLAS Y CHICHARRONES SERVIDOS,20,omt,1230
1231,"CREPAS SALADAS (POLLO, JAMON, ETC.)",25,ofd,1231
1232,CORTES DE CARNE ARGENTINOS,20,omt,1232
1233,ELOTE COCINADO CON MARGARINA,25,ofd,1233
1234,ENYUCADOS,25,ofd,1234
1235,ESCABECHE - VINAGRETA,25,ofd,1235
1236,ESPAGUETIS PREPARADOS,25,ofd,1236
1237,FRITO,25,ofd,1237
1238,"GALLOS DE CARNE, PINCHOS DE RES, FAJITAS DE RES (TORTAS DE CARNE), BISTEC, CARNE EN SALSA, TORTAS DE CARNE",20,omt,1238
1239,"GALLOS DE POLLO, PINCHOS DE POLLO, FAJITAS DE POLLO, FILET A LA PLANCLA, POLLO EN SALSA",20,omt,1239
1240,GALLOS DE SALCHICHON O CHORIZO,20,omt,1240
1241,"GALLOS O PLATOS DE PICADILLO (ARRACACHE, PLATANO, PAPAYA, CHAYOTE, PAPA, ETC.)",20,omt,1241
1242,"GARBANZOS, FRIJOLES O LENTEJAS CON CARNE",25,ofd,1242
1243,"LASAÑA, CANELONES O RAVIOLES SERVIDOS",20,omt,1243
1244,OLLA DE CARNE,25,ofd,1244
1245,ORDEN DE ARROZ,25,ofd,1245
1246,ORDEN DE FRIJOLES ENTEROS,25,ofd,1246
1247,ORDEN DE FRIJOLES MOLIDOS,25,ofd,1247
1248,ORDEN DE GUACAMOLE,25,ofd,1248
1249,ORDEN DE VERDURAS,25,ofd,1249
1250,ORDEN DE YUCAS FRITAS,25,ofd,1250
1251,PAPAS RELLENAS,25,ofd,1251
1252,"PASTELES CON POLLO, CARNE, PALMITO, ETC. (PLATO FUERTE)",25,ofd,1252
1253,PLATANOS MADUROS COCINADOS,25,ofd,1253
1254,PLATILLOS VEGETARIANOS,25,ofd,1254
1255,PLATO SURTIDO (CARNE Y VEGETALES),25,ofd,1255
1256,POZOL Y ARROZ DE MAIZ,25,ofd,1256
1257,PURE DE PAPA,25,ofd,1257
1258,RICE AND BEANS CON RONDON DE POLLO,25,ofd,1258
1259,SOPA AZTECA,25,ofd,1259
1260,SOPA NEGRA O CALDO DE FRIJOL CON HUEVO,25,ofd,1260
1261,"SOPAS DE MARISCOS, POLLO, ALBONDIGAS, ETC.",25,ofd,1261
1262,SUSHI,25,ofd,1262
1263,"TAMALES (CERDO, POLLO, FRIJOLES)",25,ofd,1263
1264,VIGORON,25,ofd,1264
1265,MARISCADA,25,ofd,1265
1279,OTROS TIPOS DE ALMUERZOS O CENAS,25,ofd,1279
,COMIDAS RAPIDAS,,,
1280,AROS DE CEBOLLA,25,ofd,1280
1281,BURRITOS,25,ofd,1281
1282,CALZONE,25,ofd,1282
1283,CHALUPAS,25,ofd,1283
1284,CHIFRIJO,25,ofd,1284
1285,CHORREADAS,25,ofd,1285
1286,DADOS O BUÑUELOS DE QUESO,25,ofd,1286
1287,DORADITAS,25,ofd,1287
1288,"EMPANADAS DE MASA, DE CARNE, POLLO, QUESO, FRIJOLES O PAPA",25,ofd,1288
